,year,GeoLocation
31962,1991.0,Ocean
31963,1991.0,Ocean
31964,1991.0,Ocean
31965,1991.0,Ocean
31966,1991.0,Ocean
31967,1991.0,Ocean
31968,1991.0,Ocean
31969,1991.0,Ocean
31970,1991.0,Ocean
31971,1991.0,Ocean
31972,1991.0,Ocean
31973,1991.0,Ocean
31974,1991.0,Ocean
31975,1991.0,Ocean
31976,1991.0,Ocean
31980,1999.0,United States
31998,1994.0,Australia
32003,2011.0,Australia
32009,2002.0,Argentina
32013,1991.0,United States
32018,2010.0,United States
32019,2003.0,France
32020,1990.0,Algeria
32021,2002.0,Algeria
32022,2002.0,Algeria
32023,2002.0,Algeria
32024,2002.0,Algeria
32025,2004.0,Algeria
32028,2000.0,Poland
32029,2007.0,Russia
32031,2001.0,Niger
32038,1997.0,Australia
32044,2005.0,Brazil
32047,2011.0,United States
32048,2008.0,United States
32049,1990.0,United States
32054,2008.0,Australia
32056,1997.0,United States
32057,2003.0,Australia
32067,2005.0,Oman
32068,2010.0,Tunisia
32069,2003.0,China
32072,2002.0,United States
32073,1991.0,Algeria
32074,2002.0,Ocean
32075,2002.0,Ocean
32076,2002.0,Ocean
32077,2002.0,Ocean
32078,2002.0,Ocean
32079,2002.0,Ocean
32080,2002.0,Ocean
32081,2002.0,Ocean
32082,2002.0,Ocean
32083,2002.0,Ocean
32084,2002.0,Ocean
32085,2002.0,Ocean
32086,2002.0,Ocean
32087,2002.0,Ocean
32088,2002.0,Ocean
32089,2002.0,Ocean
32090,2002.0,Ocean
32091,2002.0,Ocean
32092,2002.0,Ocean
32093,2002.0,Ocean
32094,2002.0,Ocean
32095,2002.0,Ocean
32096,2002.0,Ocean
32097,2002.0,Ocean
32098,2002.0,Ocean
32099,2002.0,Ocean
32100,2002.0,Ocean
32101,2002.0,Ocean
32102,2002.0,Ocean
32103,2002.0,Ocean
32104,2002.0,Ocean
32105,2002.0,Ocean
32106,2002.0,Ocean
32107,2002.0,Ocean
32109,2002.0,Ocean
32110,2002.0,Ocean
32111,2002.0,Ocean
32112,2002.0,Ocean
32113,2002.0,Ocean
32114,2002.0,Ocean
32115,2002.0,Ocean
32116,2002.0,Ocean
32117,2002.0,Ocean
32118,2002.0,Ocean
32119,2002.0,Ocean
32120,2002.0,Ocean
32121,2002.0,Ocean
32122,2002.0,Ocean
32123,2002.0,Ocean
32124,2002.0,Ocean
32125,2002.0,Ocean
32126,2002.0,Ocean
32127,2002.0,Ocean
32128,2002.0,Ocean
32129,2002.0,Ocean
32130,2002.0,Ocean
32131,2002.0,Ocean
32132,2002.0,Ocean
32134,2002.0,Ocean
32135,2002.0,Ocean
32136,2002.0,Ocean
32137,2002.0,Ocean
32138,2002.0,Ocean
32139,2002.0,Ocean
32140,2002.0,Ocean
32141,2002.0,Ocean
32142,2002.0,Ocean
32143,2002.0,Ocean
32144,2002.0,Ocean
32145,2002.0,Ocean
32146,2002.0,Ocean
32147,2002.0,Ocean
32148,2002.0,Ocean
32149,2002.0,Ocean
32150,2002.0,Ocean
32151,2002.0,Ocean
32152,2002.0,Ocean
32153,2002.0,Ocean
32154,2002.0,Ocean
32155,2002.0,Ocean
32156,2002.0,Ocean
32157,2002.0,Ocean
32158,2002.0,Ocean
32159,2002.0,Ocean
32160,2002.0,Ocean
32161,2002.0,Ocean
32162,2002.0,Ocean
32163,2002.0,Ocean
32167,1990.0,Ocean
32168,1990.0,Ocean
32169,1990.0,Ocean
32170,1990.0,Ocean
32171,1990.0,Ocean
32172,1990.0,Ocean
32173,1990.0,Ocean
32174,1990.0,Ocean
32175,1990.0,Ocean
32176,1990.0,Ocean
32177,1990.0,Ocean
32178,1990.0,Ocean
32179,1990.0,Ocean
32180,1990.0,Ocean
32181,1990.0,Ocean
32182,1990.0,Ocean
32183,1990.0,Ocean
32184,1990.0,Ocean
32185,1990.0,Ocean
32186,1990.0,Ocean
32187,1990.0,Ocean
32188,1990.0,Ocean
32189,1990.0,Ocean
32190,1990.0,Ocean
32191,1990.0,Ocean
32192,1990.0,Ocean
32193,1990.0,Ocean
32195,1990.0,Ocean
32196,1990.0,Ocean
32197,1990.0,Ocean
32198,1990.0,Ocean
32199,1990.0,Ocean
32200,1990.0,Ocean
32201,1990.0,Ocean
32202,1990.0,Ocean
32203,1990.0,Ocean
32204,1990.0,Ocean
32205,1990.0,Ocean
32206,1990.0,Ocean
32207,1990.0,Ocean
32208,1990.0,Ocean
32209,1990.0,Ocean
32210,1990.0,Ocean
32211,1990.0,Ocean
32212,1990.0,Ocean
32213,1990.0,Ocean
32214,1990.0,Ocean
32215,1990.0,Ocean
32216,1990.0,Ocean
32217,1990.0,Ocean
32218,1990.0,Ocean
32219,1990.0,Ocean
32220,1990.0,Ocean
32221,1990.0,Ocean
32222,1990.0,Ocean
32223,1990.0,Ocean
32224,1990.0,Ocean
32225,1990.0,Ocean
32226,1990.0,Ocean
32227,1990.0,Ocean
32228,1990.0,Ocean
32229,1990.0,Ocean
32230,1990.0,Ocean
32231,1990.0,Ocean
32232,1990.0,Ocean
32233,1990.0,Ocean
32234,1990.0,Ocean
32235,1990.0,Ocean
32236,1990.0,Ocean
32237,1990.0,Ocean
32238,1990.0,Ocean
32239,1990.0,Ocean
32240,1990.0,Ocean
32241,1990.0,Ocean
32242,1990.0,Ocean
32243,1990.0,Ocean
32244,1990.0,Ocean
32245,1990.0,Ocean
32246,1990.0,Ocean
32247,1990.0,Ocean
32248,1990.0,Ocean
32249,1990.0,Ocean
32250,1990.0,Ocean
32251,1990.0,Ocean
32252,1990.0,Ocean
32253,1990.0,Ocean
32254,1993.0,Ocean
32255,1993.0,Ocean
32256,1993.0,Ocean
32257,1993.0,Ocean
32258,1993.0,Ocean
32259,1993.0,Ocean
32260,1993.0,Ocean
32261,1993.0,Ocean
32262,1993.0,Ocean
32263,1993.0,Ocean
32264,1993.0,Ocean
32265,1993.0,Ocean
32266,1993.0,Ocean
32267,1993.0,Ocean
32268,1993.0,Ocean
32269,1993.0,Ocean
32270,1993.0,Ocean
32271,1993.0,Ocean
32272,1993.0,Ocean
32273,1993.0,Ocean
32274,1993.0,Ocean
32275,1993.0,Ocean
32276,1993.0,Ocean
32277,1993.0,Ocean
32278,1993.0,Ocean
32279,1993.0,Ocean
32281,1993.0,Ocean
32282,1993.0,Ocean
32283,1993.0,Ocean
32284,1993.0,Ocean
32285,1993.0,Ocean
32286,1993.0,Ocean
32287,1993.0,Ocean
32288,1993.0,Ocean
32289,1993.0,Ocean
32290,1993.0,Ocean
32291,1993.0,Ocean
32292,1993.0,Ocean
32293,1993.0,Ocean
32294,1993.0,Ocean
32295,1993.0,Ocean
32296,1993.0,Ocean
32297,1993.0,Ocean
32298,1993.0,Ocean
32299,1993.0,Ocean
32300,1993.0,Ocean
32301,1993.0,Ocean
32302,1993.0,Ocean
32303,1993.0,Ocean
32304,1993.0,Ocean
32305,1993.0,Ocean
32306,1993.0,Ocean
32307,1993.0,Ocean
32308,1993.0,Ocean
32309,1993.0,Ocean
32310,1993.0,Ocean
32311,1993.0,Ocean
32312,1993.0,Ocean
32313,1993.0,Ocean
32314,1993.0,Ocean
32315,1993.0,Ocean
32316,1993.0,Ocean
32317,1993.0,Ocean
32318,1993.0,Ocean
32319,1993.0,Ocean
32320,1993.0,Ocean
32321,1993.0,Ocean
32322,1993.0,Ocean
32324,1993.0,Ocean
32325,1993.0,Ocean
32326,1993.0,Ocean
32327,1993.0,Ocean
32328,1993.0,Ocean
32329,1993.0,Ocean
32330,1993.0,Ocean
32331,1993.0,Ocean
32332,1993.0,Ocean
32333,1993.0,Ocean
32334,1993.0,Ocean
32335,1993.0,Ocean
32336,1993.0,Ocean
32337,1993.0,Ocean
32338,1993.0,Ocean
32339,1993.0,Ocean
32340,1993.0,Ocean
32341,1993.0,Ocean
32342,1993.0,Ocean
32343,1993.0,Ocean
32344,1993.0,Ocean
32345,1993.0,Ocean
32346,1993.0,Ocean
32347,1993.0,Ocean
32348,1993.0,Ocean
32349,1993.0,Ocean
32350,1993.0,Ocean
32351,1993.0,Ocean
32352,1993.0,Ocean
32353,1993.0,Ocean
32354,1993.0,Ocean
32355,1993.0,Ocean
32356,1993.0,Ocean
32357,1993.0,Ocean
32358,1993.0,Ocean
32359,1993.0,Ocean
32360,1993.0,Ocean
32361,1993.0,Ocean
32362,1993.0,Ocean
32363,1993.0,Ocean
32364,1993.0,Ocean
32365,1993.0,Ocean
32366,1993.0,Ocean
32367,1993.0,Ocean
32368,1993.0,Ocean
32369,1993.0,Ocean
32370,1993.0,Ocean
32371,1993.0,Ocean
32372,1993.0,Ocean
32373,1993.0,Ocean
32374,1993.0,Ocean
32375,1993.0,Ocean
32376,1993.0,Ocean
32377,1993.0,Ocean
32378,1993.0,Ocean
32379,1993.0,Ocean
32380,1993.0,Ocean
32381,1993.0,Ocean
32382,1993.0,Ocean
32383,1993.0,Ocean
32384,1993.0,Ocean
32385,1993.0,Ocean
32386,1993.0,Ocean
32387,1993.0,Ocean
32388,1993.0,Ocean
32389,1993.0,Ocean
32390,1993.0,Ocean
32391,1993.0,Ocean
32392,1993.0,Ocean
32393,1993.0,Ocean
32394,1993.0,Ocean
32395,1993.0,Ocean
32396,1993.0,Ocean
32397,1993.0,Ocean
32398,1993.0,Ocean
32399,1993.0,Ocean
32400,1993.0,Ocean
32401,1993.0,Ocean
32402,1993.0,Ocean
32403,1993.0,Ocean
32404,1993.0,Ocean
32405,1993.0,Ocean
32406,1993.0,Ocean
32407,1993.0,Ocean
32408,1993.0,Ocean
32410,1993.0,Ocean
32411,1993.0,Ocean
32412,1993.0,Ocean
32413,1993.0,Ocean
32414,1993.0,Ocean
32415,1993.0,Ocean
32416,1993.0,Ocean
32417,1993.0,Ocean
32418,1993.0,Ocean
32419,1993.0,Ocean
32420,1993.0,Ocean
32421,1993.0,Ocean
32422,1993.0,Ocean
32423,1993.0,Ocean
32424,1993.0,Ocean
32425,1993.0,Ocean
32426,1993.0,Ocean
32427,1993.0,Ocean
32428,1993.0,Ocean
32429,1993.0,Ocean
32430,1993.0,Ocean
32431,1993.0,Ocean
32432,1993.0,Ocean
32433,1993.0,Ocean
32434,1993.0,Ocean
32435,1993.0,Ocean
32436,1993.0,Ocean
32437,1993.0,Ocean
32438,1993.0,Ocean
32439,1993.0,Ocean
32440,1993.0,Ocean
32441,1993.0,Ocean
32442,1993.0,Ocean
32443,1993.0,Ocean
32444,1993.0,Ocean
32445,1993.0,Ocean
32446,1993.0,Ocean
32447,1993.0,Ocean
32448,1993.0,Ocean
32449,1993.0,Ocean
32450,1993.0,Ocean
32451,1993.0,Ocean
32452,1993.0,Ocean
32453,1993.0,Ocean
32454,1993.0,Ocean
32455,1993.0,Ocean
32456,1993.0,Ocean
32457,1993.0,Ocean
32458,1993.0,Ocean
32459,1993.0,Ocean
32460,1993.0,Ocean
32461,1993.0,Ocean
32462,1993.0,Ocean
32463,1993.0,Ocean
32464,1993.0,Ocean
32465,1993.0,Ocean
32466,1993.0,Ocean
32467,1993.0,Ocean
32468,1993.0,Ocean
32469,1993.0,Ocean
32470,1993.0,Ocean
32471,1993.0,Ocean
32472,1993.0,Ocean
32473,1993.0,Ocean
32474,1993.0,Ocean
32475,1993.0,Ocean
32476,1993.0,Ocean
32477,1993.0,Ocean
32478,1993.0,Ocean
32479,1993.0,Ocean
32480,1993.0,Ocean
32481,1993.0,Ocean
32482,1993.0,Ocean
32483,1993.0,Ocean
32484,1993.0,Ocean
32485,1993.0,Ocean
32486,1993.0,Ocean
32487,1993.0,Ocean
32488,1993.0,Ocean
32489,1993.0,Ocean
32490,1993.0,Ocean
32491,1993.0,Ocean
32492,1993.0,Ocean
32493,1993.0,Ocean
32494,1993.0,Ocean
32495,1993.0,Ocean
32496,1993.0,Ocean
32497,1993.0,Ocean
32498,1993.0,Ocean
32499,1993.0,Ocean
32500,1993.0,Ocean
32501,1993.0,Ocean
32502,1993.0,Ocean
32503,1993.0,Ocean
32504,1993.0,Ocean
32505,1993.0,Ocean
32506,1993.0,Ocean
32507,1993.0,Ocean
32508,1993.0,Ocean
32509,1993.0,Ocean
32510,1993.0,Ocean
32511,1993.0,Ocean
32512,1993.0,Ocean
32513,1993.0,Ocean
32514,1993.0,Ocean
32515,1993.0,Ocean
32516,1993.0,Ocean
32517,1993.0,Ocean
32518,1993.0,Ocean
32519,1993.0,Ocean
32520,1993.0,Ocean
32521,1993.0,Ocean
32522,1993.0,Ocean
32523,1993.0,Ocean
32524,1993.0,Ocean
32525,1993.0,Ocean
32526,1993.0,Ocean
32527,1993.0,Ocean
32528,1993.0,Ocean
32529,1993.0,Ocean
32530,1993.0,Ocean
32531,1993.0,Ocean
32532,1993.0,Ocean
32533,1993.0,Ocean
32534,1993.0,Ocean
32535,1993.0,Ocean
32536,1993.0,Ocean
32537,1993.0,Ocean
32538,1993.0,Ocean
32539,1993.0,Ocean
32540,1993.0,Ocean
32541,1993.0,Ocean
32542,1993.0,Ocean
32543,1993.0,Ocean
32544,1993.0,Ocean
32545,1993.0,Ocean
32546,1993.0,Ocean
32547,1993.0,Ocean
32548,1993.0,Ocean
32549,1993.0,Ocean
32550,1993.0,Ocean
32551,1993.0,Ocean
32552,1993.0,Ocean
32553,1993.0,Ocean
32554,1993.0,Ocean
32555,1993.0,Ocean
32556,1993.0,Ocean
32557,1993.0,Ocean
32558,1993.0,Ocean
32559,1993.0,Ocean
32560,1993.0,Ocean
32561,1993.0,Ocean
32562,1993.0,Ocean
32563,1993.0,Ocean
32564,1993.0,Ocean
32565,1993.0,Ocean
32566,1993.0,Ocean
32567,1993.0,Ocean
32568,1993.0,Ocean
32569,1993.0,Ocean
32570,1993.0,Ocean
32571,1993.0,Ocean
32572,1993.0,Ocean
32573,1993.0,Ocean
32574,1993.0,Ocean
32575,1993.0,Ocean
32576,1993.0,Ocean
32577,1993.0,Ocean
32578,1993.0,Ocean
32579,1993.0,Ocean
32580,1993.0,Ocean
32581,1993.0,Ocean
32582,1993.0,Ocean
32583,1993.0,Ocean
32584,1993.0,Ocean
32585,1993.0,Ocean
32586,1993.0,Ocean
32587,1993.0,Ocean
32588,1993.0,Ocean
32589,1993.0,Ocean
32590,1993.0,Ocean
32591,1993.0,Ocean
32592,1993.0,Ocean
32593,1993.0,Ocean
32594,1993.0,Ocean
32595,1993.0,Ocean
32596,1993.0,Ocean
32597,1993.0,Ocean
32598,1993.0,Ocean
32599,1993.0,Ocean
32600,1993.0,Ocean
32601,1993.0,Ocean
32602,1993.0,Ocean
32603,1993.0,Ocean
32604,1993.0,Ocean
32605,1993.0,Ocean
32606,1993.0,Ocean
32607,1993.0,Ocean
32608,1993.0,Ocean
32609,1993.0,Ocean
32610,1993.0,Ocean
32611,1993.0,Ocean
32612,1993.0,Ocean
32613,1993.0,Ocean
32614,1993.0,Ocean
32615,1993.0,Ocean
32616,1993.0,Ocean
32617,1993.0,Ocean
32618,1993.0,Ocean
32619,1993.0,Ocean
32620,1993.0,Ocean
32621,1993.0,Ocean
32622,1993.0,Ocean
32623,1993.0,Ocean
32624,1993.0,Ocean
32625,1993.0,Ocean
32626,1993.0,Ocean
32627,1993.0,Ocean
32628,1993.0,Ocean
32629,1993.0,Ocean
32630,1993.0,Ocean
32631,1993.0,Ocean
32632,1993.0,Ocean
32633,1993.0,Ocean
32634,1993.0,Ocean
32635,1993.0,Ocean
32636,1993.0,Ocean
32637,1993.0,Ocean
32638,1993.0,Ocean
32639,1993.0,Ocean
32640,1993.0,Ocean
32641,1993.0,Ocean
32642,1993.0,Ocean
32643,1993.0,Ocean
32644,1993.0,Ocean
32645,1993.0,Ocean
32646,1993.0,Ocean
32647,1993.0,Ocean
32648,1993.0,Ocean
32649,1993.0,Ocean
32650,1993.0,Ocean
32651,1993.0,Ocean
32652,1993.0,Ocean
32653,1993.0,Ocean
32654,1993.0,Ocean
32655,1993.0,Ocean
32656,1993.0,Ocean
32657,1993.0,Ocean
32658,1993.0,Ocean
32659,1993.0,Ocean
32660,1993.0,Ocean
32661,1993.0,Ocean
32662,1993.0,Ocean
32663,1993.0,Ocean
32664,1993.0,Ocean
32665,1993.0,Ocean
32666,1993.0,Ocean
32667,1993.0,Ocean
32668,1993.0,Ocean
32669,1993.0,Ocean
32670,1993.0,Ocean
32671,1993.0,Ocean
32672,1993.0,Ocean
32673,1993.0,Ocean
32674,1993.0,Ocean
32675,1993.0,Ocean
32676,1993.0,Ocean
32677,1993.0,Ocean
32678,1993.0,Ocean
32679,1993.0,Ocean
32680,1993.0,Ocean
32681,1993.0,Ocean
32682,1993.0,Ocean
32683,1993.0,Ocean
32684,1993.0,Ocean
32685,1993.0,Ocean
32686,1993.0,Ocean
32687,1993.0,Ocean
32688,1993.0,Ocean
32689,1993.0,Ocean
32690,1993.0,Ocean
32691,1993.0,Ocean
32692,1993.0,Ocean
32693,1993.0,Ocean
32694,1993.0,Ocean
32695,1993.0,Ocean
32696,1993.0,Ocean
32697,1993.0,Ocean
32698,1993.0,Ocean
32699,1993.0,Ocean
32700,1993.0,Ocean
32701,1993.0,Ocean
32702,1993.0,Ocean
32703,1993.0,Ocean
32704,1993.0,Ocean
32705,1993.0,Ocean
32706,1993.0,Ocean
32707,1993.0,Ocean
32708,1993.0,Ocean
32709,1993.0,Ocean
32711,1993.0,Ocean
32712,1993.0,Ocean
32713,1993.0,Ocean
32714,1993.0,Ocean
32715,1993.0,Ocean
32716,1993.0,Ocean
32717,1993.0,Ocean
32718,1993.0,Ocean
32719,1993.0,Ocean
32720,1993.0,Ocean
32721,1993.0,Ocean
32722,1993.0,Ocean
32723,1993.0,Ocean
32724,1993.0,Ocean
32725,1993.0,Ocean
32726,1993.0,Ocean
32727,1993.0,Ocean
32728,1993.0,Ocean
32729,1993.0,Ocean
32730,1993.0,Ocean
32731,1993.0,Ocean
32732,1993.0,Ocean
32733,1993.0,Ocean
32734,1993.0,Ocean
32735,1993.0,Ocean
32736,1993.0,Ocean
32737,1993.0,Ocean
32738,1993.0,Ocean
32739,1993.0,Ocean
32740,1993.0,Ocean
32741,1993.0,Ocean
32742,1993.0,Ocean
32743,1993.0,Ocean
32744,1993.0,Ocean
32745,1993.0,Ocean
32746,1993.0,Ocean
32747,1993.0,Ocean
32748,1993.0,Ocean
32749,1993.0,Ocean
32750,1993.0,Ocean
32751,1993.0,Ocean
32752,1993.0,Ocean
32753,1993.0,Ocean
32754,1993.0,Ocean
32755,1993.0,Ocean
32756,1993.0,Ocean
32757,1993.0,Ocean
32758,1993.0,Ocean
32759,1993.0,Ocean
32760,1993.0,Ocean
32761,1993.0,Ocean
32762,1993.0,Ocean
32763,1993.0,Ocean
32764,1993.0,Ocean
32765,1993.0,Ocean
32766,1993.0,Ocean
32767,1993.0,Ocean
32768,1993.0,Ocean
32769,1993.0,Ocean
32770,1993.0,Ocean
32771,1993.0,Ocean
32772,1993.0,Ocean
32773,1993.0,Ocean
32774,1993.0,Ocean
32775,1993.0,Ocean
32776,1993.0,Ocean
32777,1993.0,Ocean
32778,1993.0,Ocean
32779,1993.0,Ocean
32780,1993.0,Ocean
32781,1993.0,Ocean
32782,1993.0,Ocean
32783,1993.0,Ocean
32784,1993.0,Ocean
32785,1993.0,Ocean
32786,1993.0,Ocean
32787,1993.0,Ocean
32788,1993.0,Ocean
32789,1993.0,Ocean
32790,1993.0,Ocean
32791,1993.0,Ocean
32792,1993.0,Ocean
32793,1993.0,Ocean
32794,1993.0,Ocean
32795,1993.0,Ocean
32796,1993.0,Ocean
32797,1993.0,Ocean
32798,1993.0,Ocean
32799,1993.0,Ocean
32800,1993.0,Ocean
32801,1993.0,Ocean
32802,1993.0,Ocean
32803,1993.0,Ocean
32804,1993.0,Ocean
32805,1993.0,Ocean
32806,1993.0,Ocean
32807,1993.0,Ocean
32808,1993.0,Ocean
32809,1993.0,Ocean
32810,1993.0,Ocean
32811,1993.0,Ocean
32812,1993.0,Ocean
32813,1993.0,Ocean
32814,1993.0,Ocean
32815,1993.0,Ocean
32816,1993.0,Ocean
32817,1993.0,Ocean
32818,1993.0,Ocean
32819,1993.0,Ocean
32820,1993.0,Ocean
32821,1993.0,Ocean
32822,1993.0,Ocean
32823,1993.0,Ocean
32824,1993.0,Ocean
32825,1993.0,Ocean
32826,1993.0,Ocean
32827,1993.0,Ocean
32828,1993.0,Ocean
32829,1993.0,Ocean
32830,1993.0,Ocean
32831,1993.0,Ocean
32832,1993.0,Ocean
32833,1993.0,Ocean
32834,1993.0,Ocean
32835,1993.0,Ocean
32836,1993.0,Ocean
32837,1993.0,Ocean
32838,1993.0,Ocean
32840,1993.0,Ocean
32841,1993.0,Ocean
32842,1993.0,Ocean
32843,1993.0,Ocean
32844,1993.0,Ocean
32845,1993.0,Ocean
32846,1993.0,Ocean
32847,1993.0,Ocean
32848,1993.0,Ocean
32849,1993.0,Ocean
32850,1993.0,Ocean
32851,1993.0,Ocean
32852,1993.0,Ocean
32853,1993.0,Ocean
32854,1993.0,Ocean
32855,1993.0,Ocean
32856,1993.0,Ocean
32857,1993.0,Ocean
32858,1993.0,Ocean
32859,1993.0,Ocean
32860,1993.0,Ocean
32861,1993.0,Ocean
32862,1993.0,Ocean
32863,1993.0,Ocean
32864,1993.0,Ocean
32865,1993.0,Ocean
32866,1993.0,Ocean
32867,1993.0,Ocean
32868,1993.0,Ocean
32869,1993.0,Ocean
32870,1993.0,Ocean
32871,1993.0,Ocean
32872,1993.0,Ocean
32873,1993.0,Ocean
32874,1993.0,Ocean
32875,1993.0,Ocean
32876,1993.0,Ocean
32877,1993.0,Ocean
32878,1993.0,Ocean
32879,1993.0,Ocean
32880,1993.0,Ocean
32881,1993.0,Ocean
32882,1993.0,Ocean
32883,1993.0,Ocean
32884,1993.0,Ocean
32885,1993.0,Ocean
32886,1993.0,Ocean
32887,1993.0,Ocean
32888,1993.0,Ocean
32889,1993.0,Ocean
32890,1993.0,Ocean
32891,1993.0,Ocean
32892,1993.0,Ocean
32893,1993.0,Ocean
32894,1993.0,Ocean
32895,1993.0,Ocean
32896,1993.0,Ocean
32897,1993.0,Ocean
32898,1993.0,Ocean
32899,1993.0,Ocean
32900,1993.0,Ocean
32901,1993.0,Ocean
32902,1993.0,Ocean
32903,1993.0,Ocean
32904,1993.0,Ocean
32905,1993.0,Ocean
32906,1993.0,Ocean
32907,1993.0,Ocean
32908,1993.0,Ocean
32909,1993.0,Ocean
32910,1993.0,Ocean
32911,1993.0,Ocean
32912,1993.0,Ocean
32913,1993.0,Ocean
32914,1993.0,Ocean
32915,1993.0,Ocean
32916,1993.0,Ocean
32917,1993.0,Ocean
32918,1993.0,Ocean
32919,1993.0,Ocean
32920,1993.0,Ocean
32921,1993.0,Ocean
32922,1993.0,Ocean
32923,1993.0,Ocean
32924,1993.0,Ocean
32926,1993.0,Ocean
32927,1993.0,Ocean
32928,1993.0,Ocean
32929,1993.0,Ocean
32930,1993.0,Ocean
32931,1993.0,Ocean
32932,1993.0,Ocean
32933,1993.0,Ocean
32934,1993.0,Ocean
32935,1993.0,Ocean
32936,1993.0,Ocean
32937,1993.0,Ocean
32938,1993.0,Ocean
32939,1993.0,Ocean
32940,1993.0,Ocean
32941,1993.0,Ocean
32942,1993.0,Ocean
32943,1993.0,Ocean
32944,1993.0,Ocean
32945,1993.0,Ocean
32946,1993.0,Ocean
32947,1993.0,Ocean
32948,1993.0,Ocean
32949,1993.0,Ocean
32950,1993.0,Ocean
32951,1993.0,Ocean
32952,1993.0,Ocean
32953,1993.0,Ocean
32954,1993.0,Ocean
32955,1993.0,Ocean
32956,1993.0,Ocean
32957,1993.0,Ocean
32958,1993.0,Ocean
32959,1993.0,Ocean
32960,1993.0,Ocean
32961,1993.0,Ocean
32962,1993.0,Ocean
32963,1993.0,Ocean
32964,1993.0,Ocean
32965,1993.0,Ocean
32966,1993.0,Ocean
32967,1993.0,Ocean
32968,1993.0,Ocean
32969,1993.0,Ocean
32970,1993.0,Ocean
32971,1993.0,Ocean
32972,1993.0,Ocean
32973,1993.0,Ocean
32974,1993.0,Ocean
32975,1993.0,Ocean
32976,1993.0,Ocean
32977,1993.0,Ocean
32978,1993.0,Ocean
32979,1993.0,Ocean
32980,1993.0,Ocean
32981,1993.0,Ocean
32982,1993.0,Ocean
32983,1993.0,Ocean
32984,1993.0,Ocean
32985,1993.0,Ocean
32986,1993.0,Ocean
32987,1993.0,Ocean
32988,1993.0,Ocean
32989,1993.0,Ocean
32990,1993.0,Ocean
32991,1993.0,Ocean
32992,1993.0,Ocean
32993,1993.0,Ocean
32994,1993.0,Ocean
32995,1993.0,Ocean
32996,1993.0,Ocean
32997,1993.0,Ocean
32998,1993.0,Ocean
32999,1993.0,Ocean
33000,1993.0,Ocean
33001,1993.0,Ocean
33002,1993.0,Ocean
33003,1993.0,Ocean
33004,1993.0,Ocean
33005,1993.0,Ocean
33006,1993.0,Ocean
33007,1993.0,Ocean
33008,1993.0,Ocean
33009,1993.0,Ocean
33010,1993.0,Ocean
33012,1994.0,Ocean
33013,1994.0,Ocean
33014,1994.0,Ocean
33015,1994.0,Ocean
33016,1994.0,Ocean
33017,1994.0,Ocean
33018,1994.0,Ocean
33019,1994.0,Ocean
33020,1994.0,Ocean
33021,1994.0,Ocean
33022,1994.0,Ocean
33023,1994.0,Ocean
33024,1994.0,Ocean
33025,1994.0,Ocean
33026,1994.0,Ocean
33027,1994.0,Ocean
33028,1994.0,Ocean
33029,1994.0,Ocean
33030,1994.0,Ocean
33031,1994.0,Ocean
33032,1994.0,Ocean
33033,1994.0,Ocean
33034,1994.0,Ocean
33035,1994.0,Ocean
33036,1994.0,Ocean
33037,1994.0,Ocean
33038,1994.0,Ocean
33039,1994.0,Ocean
33040,1994.0,Ocean
33041,1994.0,Ocean
33042,1994.0,Ocean
33043,1994.0,Ocean
33044,1994.0,Ocean
33045,1994.0,Ocean
33046,1994.0,Ocean
33047,1994.0,Ocean
33048,1994.0,Ocean
33049,1994.0,Ocean
33050,1994.0,Ocean
33051,1994.0,Ocean
33052,1994.0,Ocean
33053,1994.0,Ocean
33055,1994.0,Ocean
33056,1994.0,Ocean
33057,1994.0,Ocean
33058,1994.0,Ocean
33059,1994.0,Ocean
33060,1994.0,Ocean
33061,1994.0,Ocean
33062,1994.0,Ocean
33063,1994.0,Ocean
33064,1994.0,Ocean
33065,1994.0,Ocean
33066,1994.0,Ocean
33067,1994.0,Ocean
33068,1994.0,Ocean
33069,1994.0,Ocean
33070,1994.0,Ocean
33071,1994.0,Ocean
33072,1994.0,Ocean
33073,1994.0,Ocean
33074,1994.0,Ocean
33075,1994.0,Ocean
33076,1994.0,Ocean
33077,1994.0,Ocean
33078,1994.0,Ocean
33079,1994.0,Ocean
33080,1994.0,Ocean
33081,1994.0,Ocean
33082,1994.0,Ocean
33083,1994.0,Ocean
33084,1994.0,Ocean
33085,1994.0,Ocean
33086,1994.0,Ocean
33087,1994.0,Ocean
33088,1994.0,Ocean
33089,1994.0,Ocean
33090,1994.0,Ocean
33091,1994.0,Ocean
33092,1994.0,Ocean
33093,1994.0,Ocean
33094,1994.0,Ocean
33095,1994.0,Ocean
33096,1994.0,Ocean
33097,1994.0,Ocean
33098,1994.0,Ocean
33099,1994.0,Ocean
33100,1994.0,Ocean
33101,1994.0,Ocean
33102,1994.0,Ocean
33103,1994.0,Ocean
33104,1994.0,Ocean
33105,1994.0,Ocean
33106,1994.0,Ocean
33107,1994.0,Ocean
33108,1994.0,Ocean
33109,1994.0,Ocean
33110,1994.0,Ocean
33111,1994.0,Ocean
33112,1994.0,Ocean
33113,1994.0,Ocean
33114,1994.0,Ocean
33115,1994.0,Ocean
33116,1994.0,Ocean
33117,1994.0,Ocean
33118,1994.0,Ocean
33119,1994.0,Ocean
33120,1994.0,Ocean
33121,1994.0,Ocean
